img1,img2,y_pred,match_time,matches,ransac_time,inliers,result,match,TP,,,match time,ransac time,TP,TP+FN,TP+FP,,threshold,Recall,Precision
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/colonna_aparmea_siria/Apamea-Portico.jpg,1,0.000462532043457,2833,0.09114146232605,38,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/colonna_aparmea_siria/Apamea12.jpg,1,0.000407695770264,2833,0.153431177139282,59,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/colonna_aparmea_siria/cardo_maximus.jpg,1,0.000439643859863,2833,0.138217449188232,62,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,"_haystack/colonna_aparmea_siria/Colonnade_at_Apamea,_Syria_(5446614462).jpg",0,0.000452280044556,2833,0.077924251556397,19,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/colonna_aparmea_siria/colonnade-apamea-6.jpg,1,0.000444650650024,2833,0.123360395431519,46,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/colonna_aparmea_siria/img_0666.jpg,1,0.000451803207397,2833,0.105693101882935,40,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/finestre_palazzo_farnese/1200px-Palazzo_Farnese_Fassade.jpg,1,0.000447034835815,2833,0.118664503097534,48,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/finestre_palazzo_farnese/df050a887d3ec58c7139143241274fbe.jpg,1,0.000466346740723,2833,0.086188554763794,53,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/finestre_palazzo_farnese/facciata-del-palazzo-farnese-91128167.jpg,0,0.000428199768066,2833,0.122637748718262,19,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/finestre_palazzo_farnese/Vasi73fd.jpg,1,0.000558137893677,2833,0.101781129837036,59,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/06E1D16E2BFB96644F645AB50D959058466F6789.jpg,1,0.000411987304688,2833,0.115086555480957,53,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/0AAD89BACFE6AA8FF50EC6E42D1AA5534B99685E.jpg,1,0.000459432601929,2833,0.13821816444397,93,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/0DED3CAB2CF04ACFB104A663D78BC12B3DC7802B.jpg,1,0.000402212142944,2833,0.120874166488647,30,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/0F1D2F7A7BF6856AF15A7C4E14227D7DAF2E0FA1.jpg,1,0.000445604324341,2833,0.157268524169922,46,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/18EF6748E3B6712409EDB8FD26FDD8ECBDAEFD94.jpg,1,0.000403165817261,2833,0.130192279815674,89,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/1C78C8BF716B89746A1F36F486CFFD308BFB40DD.jpg,1,0.000435590744019,2833,0.121492385864258,44,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/1D0BC6C50061317CD281010B0C4DF604A1E1DC63.jpg,1,0.000447511672974,2833,0.164340496063232,119,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/1DCDC7B9A77AF1CD5D922B1657A20A2E6F5D3884.jpg,1,0.000457763671875,2833,0.130888223648071,30,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/29BE6DF8BB02339529783B051CAE8AC462C53350.jpg,1,0.00040078163147,2833,0.130788803100586,47,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/2C70CFF53434D9ABEEDAED293D6D3297B1200F1A.jpg,1,0.000452041625977,2833,0.118747234344482,71,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/2F66EA36D3685312058C62F344836DE17C811F63.jpg,1,0.000425577163696,2833,0.155819416046143,69,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/3A1404853A3D04C073BBCE1E63DC75499855355E.jpg,1,0.000424385070801,2833,0.103620290756226,65,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/3EB020482CC58097D232E7D81A0F0F9A1F74DF3F.jpg,1,0.000445604324341,2833,0.185163021087646,112,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/3EB7ACC6C32EB91F3095E89B10AFCA80BD9A82C1.jpg,1,0.000412940979004,2833,0.122086763381958,60,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/43E9346F7E50F7BDC50B40C00D6D46CE37C53089.jpg,1,0.000436067581177,2833,0.171929597854614,142,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/49B23A228F2A9F21DF5B1C260007663952B0156A.jpg,1,0.000440835952759,2833,0.162930727005005,127,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/4B1F27BFC6278DC921BDF41BB4153E35917A2E1A.jpg,1,0.000419616699219,2833,0.176380157470703,100,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/4B388D71636175BF1AC7E06627AEAE55CF87F94E.jpg,1,0.000421762466431,2833,0.109654426574707,71,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/4C663E85BBBCADE94B626156B73968A7E253AD7E.jpg,1,0.00042986869812,2833,0.1523277759552,96,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/4C6840FCB91CFCD00E0AD0CC2F1163D0C1444DA7.jpg,1,0.000487804412842,2833,0.151026248931885,94,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/5AD1375E27679FD438A7C9458C4319555387A7F1.jpg,1,0.00042986869812,2833,0.189127683639526,95,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/5B915A4A034AD6673CAA30323A079FFB9F9C53AA.jpg,1,0.000447988510132,2833,0.155817270278931,89,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/5E19CCB453CF86E7D66F2995663727C4FEA4F6DE.jpg,1,0.00044584274292,2833,0.206583499908447,50,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/6A805FFA6B533FBC3DB8B5F950034B632DCCFB0B.jpg,0,0.000628709793091,2833,0.12262487411499,20,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/6D5433D78F86510DFC21C5244D86028C2961E506.jpg,1,0.000409841537476,2833,0.137418746948242,98,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/6E0A9E180F45B08D1A00D73B4A5D12CA5D507DA8.jpg,1,0.000450611114502,2833,0.093791007995606,58,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/6E38A0B834C94FD1930D5E6115F6522FAFB8FBD7.jpg,1,0.000418186187744,2833,0.133463621139526,72,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/6EAF7C36444A71D54EC40456A36FEA8EA7856EB6.jpg,1,0.000414848327637,2833,0.111305236816406,27,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/7B382B724B4267865758837895721A5DDAAE2E16.jpg,1,0.000454187393188,2833,0.142014265060425,62,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/7BB3653FAC3A2198B9DD64C12E6CB3DFE5C54F1F.jpg,1,0.00042200088501,2833,0.178171396255493,85,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/7D364FF8495ED9835C33DB825ACEA7EA75974AE4.jpg,1,0.000463485717773,2833,0.103654146194458,69,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/7F42AE7C6D0C15D1026CDFF7AC682F1A5CBB13F1.jpg,1,0.00040340423584,2833,0.114999771118164,53,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/7F50AA4FBDCF75F01B9ACF41B8393DEB11F24087.jpg,1,0.000452280044556,2833,0.120776891708374,43,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/9A187B7DBD5C85125FA02F7FC8F2C6A67BF92B0C.jpg,1,0.000419139862061,2833,0.121557712554932,61,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/9A990367286B3F40CB1E65900C92F6092113439C.jpg,1,0.000416040420532,2833,0.137025833129883,109,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/other/9C96D629F61301D1A3432552DF5D6024DB8460CC.jpg,1,0.000411987304688,2833,0.156942844390869,83,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palazzo_Bartolini_Salimbeni_Firenze/0e3aa67cbdba852bc6a4f6790e110d84.jpg,1,0.000406265258789,2833,0.132892847061157,83,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palazzo_Bartolini_Salimbeni_Firenze/16951476119_b0359cc13c_b.jpg,1,0.000439167022705,2833,0.157778024673462,70,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palazzo_Bartolini_Salimbeni_Firenze/220px-Palazzo_bartolini_Salimbeni.jpg,1,0.000407457351685,2833,0.169389724731445,123,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palazzo_Bartolini_Salimbeni_Firenze/3f74dcd8c86248f7c078bc4beb56235a.jpg,1,0.000418663024902,2833,0.135275840759277,52,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palazzo_Bartolini_Salimbeni_Firenze/A_180518traFlorence7.jpg,0,0.000452518463135,2833,0.069942474365234,9,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palazzo_Bartolini_Salimbeni_Firenze/aae92bec-0e06-4c00-92cd-eac6b54fd2f2_800x600.jpg,1,0.000442504882813,2833,0.11107325553894,77,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palazzo_Bartolini_Salimbeni_Firenze/Firenze_-_Florence_-_Piazza_Santa_Trìnita_-_View_East_on_Palazzo_Bartolini_Salimbeni_1523_by_Baccio_d'Agnolo.jpg,1,0.000414848327637,2833,0.150949239730835,88,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palazzo_Bartolini_Salimbeni_Firenze/italy-toscana-tuscany-firenze-florence-piazza-santa-trinita-palazzo-bartolini-salimbeni-XBY2F2.jpg,1,0.000455379486084,2833,0.100397348403931,30,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palazzo_Bartolini_Salimbeni_Firenze/l-italia-toscana-firenze-piazza-santa-trinita-e-palazzo-bartolini-salimbeni-di-notte-je710j.jpg,1,0.000465154647827,2833,0.106464862823486,54,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palazzo_Bartolini_Salimbeni_Firenze/Palazzo Bartolini Salimbeni1 DSC_4425.jpg,1,0.000447273254395,2833,0.144771337509155,62,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palazzo_Bartolini_Salimbeni_Firenze/Palazzo_bartolini_salimbeni2.jpg,1,0.000512838363647,2833,0.096067905426025,50,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palazzo_Bartolini_Salimbeni_Firenze/palazzobartolinisalimbenifacciata.jpg,1,0.000413179397583,2833,0.141763687133789,80,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,"_haystack/palazzo_Bartolini_Salimbeni_Firenze/Torre_dei_gianfigliazzi,_veduta,_piazza_santa_trinita_e_colonna_della_giustizia.JPG",1,0.000625371932983,2833,0.163757562637329,59,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palmanova/af621b21-bf51-469b-8e5a-201afd3d2211-palmanova-aerial-photo---municipality-of-palmanova-2000.jpg,0,0.000464677810669,2833,0.083716630935669,14,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palmanova/ca3645ea-142b-4189-b9c2-29c408d82eb3-slide1.jpg,1,0.000486850738525,2833,0.082348823547363,23,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palmanova/palmanova-01.jpg,1,0.000433444976807,2833,0.127479314804077,66,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palmanova/Palmanova-1-@Ulderica-Da-Pozzo-POR-FESR-2007-2013-2.jpg,1,0.000455617904663,2833,0.107274055480957,27,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palmanova/palmanova-aerial-view-town-comune-northeastern-italy-example-star-fort-late-renaissance-built-up-venetian-146523412.jpg,1,0.000467300415039,2833,0.121756315231323,48,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palmanova/Palmanova-Italia.jpg,1,0.000508308410645,2833,0.063710927963257,24,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/palmanova/ua-palmanova.jpg,1,0.000460624694824,2833,0.091924667358399,23,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_di_verona/1282.jpg,1,0.000454902648926,2833,0.110585451126099,43,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_di_verona/2859632625_23d540128e_b.jpg,0,0.0004563331604,2833,0.081615447998047,15,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_di_verona/48490591-ponte-di-pietra-brug-in-verona-in-een-zomerse-dag-italië-.jpg,1,0.000452280044556,2833,0.098233461380005,38,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_di_verona/52721768-verona-italië-landschap-met-adige-rivier-en-de-ponte-di-pietra-.jpg,1,0.000452995300293,2833,0.083583831787109,33,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_di_verona/images.jpg,1,0.000439882278442,2833,0.147799015045166,175,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_di_verona/Ponte_Pietra di Verona.jpg,1,0.000469446182251,2833,0.092292070388794,30,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_di_verona/Ponte_Pietra_a_Verona.jpg,1,0.000440120697021,2833,0.144073247909546,120,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_di_verona/torre-di-ponte-pietra.jpg,1,0.000448226928711,2833,0.111911058425903,78,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_di_verona/unnamed.jpg,1,0.000466108322144,2833,0.140782594680786,69,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_di_verona/Verona_(119277577).jpeg,1,0.000488519668579,2833,0.084078788757324,47,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_di_verona/Werona.jpg,1,0.000481843948364,2833,0.108867406845093,65,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_levatoio_sirmione/2104-sirmione-in-kayak-sotto-il-ponte-levatoio-del-castello-scaligero.jpg,1,0.000438690185547,2833,0.08298397064209,71,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_levatoio_sirmione/33f1f9950ca688eeb1bbfc1128d86f2808ca1a39-1498556080_w630.jpg,1,0.000437498092651,2833,0.14037299156189,90,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_levatoio_sirmione/91189-Sirmione.jpg,0,0.000454425811768,2833,0.080609083175659,14,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_levatoio_sirmione/Castello-di-Sirmione-scaled.jpg,0,0.000454425811768,2833,0.078110456466675,17,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_levatoio_sirmione/file_57fb8254cde0c_VAR_480-0.jpg,1,0.000442504882813,2833,0.12539005279541,117,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_levatoio_sirmione/images (1).jpg,1,0.000427007675171,2833,0.140059471130371,104,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_levatoio_sirmione/images.jpg,1,0.00048828125,2833,0.138776302337646,61,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_levatoio_sirmione/ponte_elevatoio_sirmione.jpg,1,0.000459909439087,2833,0.076909065246582,59,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_levatoio_sirmione/ponte_levatoio_del_castello_scaligero_di_sirmione_in_lombardia.jpg,1,0.000472545623779,2833,0.092315196990967,34,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_levatoio_sirmione/ponte-levatoio-castello-di-sirmione-scaled-e1594218433291.jpg,1,0.000441312789917,2833,0.153564929962158,55,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_levatoio_sirmione/Ponte-levatoio-del-castello-scaligero-di-Sirmione-1024x683.jpg,1,0.000453233718872,2833,0.114803791046143,52,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/ponte_levatoio_sirmione/unnamed.jpg,1,0.000412225723267,2833,0.115747928619385,66,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/rocca_di_sassocorvaro/252f8cea0f4d0a5446a98aef92abea3f.jpg,1,0.000422716140747,2833,0.181272983551025,93,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/rocca_di_sassocorvaro/670x347px-Rocca_Ubaldinesca_6.jpg,1,0.000417947769165,2833,0.111351251602173,151,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/rocca_di_sassocorvaro/caption.jpg,1,0.000417947769165,2833,0.1233229637146,111,0,0,0,,,,,,,,,,,
_needle/chiesa_di_sebastiano_milano/D00127TargetImage.jpg,_haystack/rocca_di_sassocorvaro/castello_sassocorvaro.jpg,1,0.000446081161499,2833,0.141544580459595,64,0,0,0,,,,,,,,,,,
